회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
이미지스,115610,반도체 제조업,"터치스크린칩, 햅틱칩",2/26/2010,12월,김정철,http://imagis.co.kr,경기도
이베스트스팩3호,225440,기타 금융업,,10/19/2015,12월,이정훈,,서울특별시
이상네트웍스,080010,상품 중개업,기업간전자상거래서비스,9/30/2005,12월,조원표,,서울특별시
이엔에프테크놀로지,102710,기타 화학제품 제조업,LCD/반도체용 케미칼,5/28/2009,12월,"지용석, 정진배",http://www.enftech.com/,경기도
이엠코리아,095190,특수 목적용 기계 제조업,CNC공작기계등,10/29/2007,12월,강삼수,,경상남도
인성정보,033230,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",넷트워크 관련 장비 및 솔루션,7/30/1999,12월,원종윤,http://www.insunginfo.co.kr,서울특별시
인터플렉스,051370,전자부품 제조업,연성회로기판(Flexible PCB),1/22/2003,12월,이광식,http://www.interflex.co.kr,경기도
인포뱅크,039290,기타 정보 서비스업,"모바일메시징서비스,휴대폰단말기용S/W개발용역",7/4/2006,12월,박태형,http://www.infobank.net,경기도
일경산업개발,078940,전기 및 통신 공사업,엘리베이터 레일,8/27/2004,12월,김형일,http://www.ilkyung.com,충청남도
자이글,234920,가정용 기기 제조업,적외선 가열 조리기,9/6/2016,12월,이진희,http://www.zaigle.com,서울특별시
정산애강,022220,플라스틱제품 제조업,"PB파이프,PB연결구",4/11/2006,12월,신 진 용,http://www.akrmt.co.kr,충청북도
정원엔시스,045510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","SI(시스템통합) 관련 소프트웨어, 중.대형 고속 레이져 프린터",9/7/2000,12월,"백천일, 심재갑, 한덕희(각자 대표)",http://www.zungwon.co.kr,서울특별시
제너셈,217190,특수 목적용 기계 제조업,반도체 후공정 장비,9/25/2015,12월,한복우,http://www.genesem.com,인천광역시
제이씨케미칼,137950,기타 화학제품 제조업,"바이오디젤, 글리세린 등",8/8/2011,12월,윤사호,http://www.jcchemical.co.kr,울산광역시
젬백스,082270,특수 목적용 기계 제조업,"ChemicalAirFilter,GasScrubber",6/24/2005,12월,"김상재, 송형곤",http://www.kael.co.kr,대전광역시
조아제약,034940,의약품 제조업,"의약품,의약부외품,보건보조식품,위생용품의제조판매",8/13/1999,12월,"조성환, 조성배(각자대표)",http://www.choa.co.kr,서울특별시
조이시티,067000,소프트웨어 개발 및 공급업,온라인게임(프리스타일농구),5/30/2008,12월,조성원,http://www.joycity.com,경기도
지란지교시큐리티,208350,소프트웨어 개발 및 공급업,기업인수합병,12/24/2014,12월,윤두식,,서울특별시
지엘팜텍,204840,자연과학 및 공학 연구개발업,의약품 연구개발업,11/20/2014,12월,왕훈식,http://www.glpt.co.kr,경기도
지트리비앤티,115450,전자부품 제조업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",3/26/2010,12월,양원석,,경기도
진양제약,007370,의약품 제조업,"소부날, 옥티란",7/27/2000,12월,최재준,http://www.jinyangpharm.co.kr,서울특별시
차이나그레이트,900040,기타 금융업,스포츠화 및 의류,5/29/2009,12월,우여우즈 (Wu youzhi),http://www.chinagreatstar.com,케이맨 제도
차이나하오란,900090,기타 금융업,코팅백판지,2/5/2010,12월,장하오롱,http://www.xinhaopaper.com,홍콩
참좋은여행,094850,여행사 및 기타 여행보조 서비스업,여행업,4/30/2007,12월,이상호,http://verygoodtourcompany.com,서울특별시
컴투스,078340,소프트웨어 개발 및 공급업,모바일게임,7/6/2007,12월,송병준,http://www.com2us.com,서울특별시
케이사인,192250,소프트웨어 개발 및 공급업,,4/28/2014,12월,최승락,,서울특별시
케이에스피,073010,일반 목적용 기계 제조업,"선박용엔진밸브,형단조품",12/17/2004,12월,류흥목,http://www.kspvalve.com,부산광역시
코리아나,027050,기타 화학제품 제조업,화장품,12/10/1999,12월,유학수,http://www.coreana.co.kr,충청남도
코오롱생명과학,102940,기초 의약물질 및 생물학적 제제 제조업,"항균제, 수처리제, 원료의약 등",4/7/2009,12월,이우석,,경기도
크리스탈,083790,자연과학 및 공학 연구개발업,신개념항생제(전임상),1/6/2006,12월,조중명,http://www.cgxinc.com,경기도
키움스팩3호,218710,금융 지원 서비스업,기업인수합병,7/6/2015,12월,손형만,,서울특별시
탑엔지니어링,065130,특수 목적용 기계 제조업,LCD Cell Line 자동화 장치,1/29/2003,12월,"김원남,류도현(공동)",http://www.topengnet.com,경상북도
태양,053620,기타 금속 가공제품 제조업,"휴대용 부탄가스, 외주수탁품",8/7/2001,12월,현창수,http://www.taeyangsun.co.kr,충청남도
텍셀네트컴,038540,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",전자계전기(RELAY),8/18/2000,12월,"김진수, 유준원(각자 대표이사)",http://www.texcell-netcom.co.kr,서울특별시
텔레칩스,054450,반도체 제조업,"디지털미디어프로세서,발신자정보표시칩",12/10/2004,12월,이장규,http://www.telechips.com,서울특별시
텔레필드,091440,통신 및 방송 장비 제조업,광전송장비,2/1/2008,12월,박노택,http://www.telefield.com,경기도
토필드,057880,영상 및 음향기기 제조업,셋톱박스(디지털위성방송수신기),12/29/2003,12월,"서문동군, 오성록 각자대표",http://www.topfield.co.kr,경기도
톱텍,108230,특수 목적용 기계 제조업,평판디스플레이 제조용 자동화설비,9/15/2009,12월,이재환,http://toptec.co.kr,경상북도
투윈글로벌,066410,"영화, 비디오물, 방송프로그램 제작 및 배급업",DVD타이틀,12/19/2003,12월,양범준,http://www.towin-global.com,서울특별시
티피씨글로벌,130740,자동차 신품 부품 제조업,"정밀인발강관, 정밀강관, Water pipe, Filler Neck 등",2/8/2011,12월,이정훈,,경상북도
파라텍,033540,특수 목적용 기계 제조업,소방기기,12/26/1997,12월,"오선영, 안계환(각자대표)",http://www.paradise-ind.co.kr,경기도
팬엔터테인먼트,068050,"영화, 비디오물, 방송프로그램 제작 및 배급업","방송영상물,음반",7/7/2006,12월,박영석,http://www.thepan.co.kr,서울특별시
푸른저축은행,007330,은행 및 저축기관,대출이자,12/7/1993,12월,"송명구, 구혜원 (각자대표이사)",http://www.pureunbank.co.kr,서울특별시
플랜티넷,075130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",유해사이트차단서비스,6/10/2005,12월,김태주,http://www.plantynet.com,경기도
피씨엘,241820,의료용품 및 기타 의약 관련제품 제조업,"다중 체외진단 제품, 플랫폼서비스",2/23/2017,12월,김소연,http://www.pclchip.com,서울특별시
하나머티리얼즈,166090,반도체 제조업,"실리콘부품, 세라믹부품, 특수가스",4/28/2017,12월,서원교,http://hanamts.com,충청남도
하림홀딩스,024660,기타 금융업,비금융지주회사,8/6/1997,12월,김홍국,http://www.harimgroup.com,전라북도
한국전자인증,041460,소프트웨어 개발 및 공급업,"개인용이메일 보안,인증업무,전자상거래관련 인증서비스/기업용 인증솔루션 제공",11/19/2010,12월,신홍식,http://www.crosscert.com,서울특별시
한국정보인증,053300,소프트웨어 개발 및 공급업,"공인인증서, PKI솔루션 등",2/4/2014,12월,김상준,http://www.signgate.com,경기도
한일사료,005860,동물용 사료 및 조제식품 제조업,배합사료,11/7/1994,12월,차상협,http://www.hanilfeed.com,경기도
한컴시큐어,054920,소프트웨어 개발 및 공급업,전자상거래 보안 솔루션,11/1/2001,12월,"이상헌, 김상철 (각자 대표이사)",http://www.hsecure.co.kr,경기도
한화수성스팩,265920,금융 지원 서비스업,기업인수합병,6/8/2017,12월,홍진우,,서울특별시
한화에이스스팩2호,219860,금융 지원 서비스업,기업인수합병,7/20/2015,12월,이상만,http://hanwha-ace-spac2.co.kr,서울특별시
해덕파워웨이,102210,선박 및 보트 건조업,선박방향타,5/21/2009,12월,구재고,http://www.haedukpw.com,부산광역시
해마로푸드서비스,220630,음·식료품 및 담배 도매업,"햄버거, 치킨, 식음료유통",8/28/2015,12월,정현식,http://www.haimarrow.co.kr,서울특별시
현대정보기술,026180,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",시스템통합(SI) 및 운영(SM),8/8/2000,12월,마용득,http://www.hit.co.kr,서울특별시
현진소재,053660,기타 금속 가공제품 제조업,선박용 엔진부품,2/15/2002,12월,이창규,http://www.hjmco.co.kr,부산광역시
형지I&C,011080,봉제의복 제조업,남성셔츠,7/2/2004,12월,최혜원,http://www.woosunginc.com,서울특별시
홈캐스트,064240,영상 및 음향기기 제조업,디지털 셋톱박스,6/11/2003,12월,권영철,http://www.homecast.net,서울특별시
화신정공,126640,자동차 신품 부품 제조업,자동차부품,8/31/2010,12월,정 서 진,http://hsp.hwashin.co.kr,경상북도
효성오앤비,097870,"비료, 농약 및 살균, 살충제 제조업","혼합유박비료,유기복합비료,혼합유기질비료",4/8/2008,06월,박태헌,,충청남도
SGA시스템즈,232290,소프트웨어 개발 및 공급업,공공 및 교육기관 시스템통합(SI) 및 유지보수,3/30/2016,12월,김병천,http://www.sgasys.kr,대구광역시
네추럴FNP,086220,기타 식품 제조업,건강기능식품,7/9/2015,12월,문지성,http://www.naturalfnp.com,충청북도
대동고려삼,178600,기타 식품 제조업,"인삼식품(홍삼진액, 홍삼정)",12/20/2013,06월,최 성 근,http://www.ddkorea.co.kr,충청남도
데카시스템,183410,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",골프거리측정기,11/12/2013,12월,정승욱,http://www.decasystem.co.kr,경기도
미래자원엠엘,233190,동물용 사료 및 조제식품 제조업,"단미사료, 보조사료",12/24/2015,12월,김성진,,서울특별시
본느,242420,기타 화학제품 제조업,"ODM화장품, BRAND화장품",5/16/2016,12월,임성기,http://www.bonne.co.kr,경기도
빅텐츠,210120,"영화, 비디오물, 방송프로그램 제작 및 배급업","드라마, OST",12/16/2014,12월,"조윤정, 유성식 (각자대표이사)",http://www.victents.com,서울특별시
세종머티리얼즈,135270,1차 비철금속 제조업,"비철금속, PCB 제조 등",12/17/2014,12월,성재복,http://www.sejongmaterials.co.kr,경기도
소프트캠프,210610,소프트웨어 개발 및 공급업,"문서보안소프트웨어, 영역보안 소프트웨어, 키보드보안 소프트웨어",12/18/2014,12월,배환국,http://www.softcamp.co.kr,서울특별시
썬테크,217320,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","자기진단형 발전기, 영구자석 회전자 발전기",4/29/2015,12월,이선휴,http://www.sun-tech.co.kr,전라남도
씨이랩,189330,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","빅데이터 플랫폼(EMS, IOT), 빅데이터 SNS분석 솔루션(Buzzbee), 빅데이터 전문교육 및 인증사업, 빅데이터 기반 고객관리상권정보 서비스(Guppii), 전통시장활성화솔루션(Smilero)",12/24/2013,12월,이우영,http://www.xiilab.com,서울특별시
이에스산업,241510,일반 목적용 기계 제조업,전동공구,4/26/2016,12월,쟝지엔핑,http://www.es-is.co.kr,충청남도
인프라웨어테크놀러지,247300,소프트웨어 개발 및 공급업,"플랫폼, 보안솔루션",7/8/2016,12월,엄태철,http://www.infrawaretech.com,서울특별시
지오씨,135160,절연선 및 케이블 제조업,옥내외용케이블,12/28/2015,12월,박인철,http://www.glights.com,광주광역시
피시피아비아이티,258250,소프트웨어 개발 및 공급업,"C-Manager, LabBio+, S-Keeper",12/13/2016,12월,김회율,http://www.pcpia21.co.kr,대전광역시
피엔에이치테크,239890,기초 화학물질 제조업,"OLED완성체, OLED중간체, Pd촉매",8/16/2016,12월,현서용,http://www.phtech.co.kr,경기도
KEC,092220,반도체 제조업,반도체 제조,10/16/2006,12월,황창섭,http://www.kec.co.kr,서울특별시
LF,093050,봉제의복 제조업,"기성복, 의류, 잡화, 제조",12/1/2006,12월,"구본걸,오규식",http://www.lfcorp.com,서울특별시
NH투자증권,005940,금융 지원 서비스업,"증권업,종합금융",9/30/1975,12월,김원규,http://www.nhqv.com,서울특별시
S&T모티브,064960,자동차 신품 부품 제조업,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매",3/11/2002,12월,유기준,http://www.sntdaewoo.com,부산광역시
SK,034730,기타 금융업,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매",11/11/2009,12월,"최태원, 장동현",http://www.sk.co.kr,서울특별시
SK네트웍스,001740,기타 전문 도매업,"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업",6/30/1977,12월,"최신원, 박상규 (각자 대표이사)",http://www.sknetworks.co.kr,서울특별시
SK이노베이션,096770,기타 금융업,"석유정제,석유화학제품,윤활유제품,아스팔트제품,의약중간체 제조,판매,유전개발,대체에너지사업",7/25/2007,12월,김준,http://www.SKinnovation.com,서울특별시
강원랜드,035250,유원지 및 기타 오락관련 서비스업,"카지노,관광호텔,골프장,스키장,체육시설 운영",9/4/2003,12월,함승희,http://www.kangwonland.com,강원도
경동도시가스,267290,연료용 가스 제조 및 배관공급업,도시가스,5/12/2017,12월,"송재호, 나윤호",http://www.kdgas.co.kr,울산광역시
경보제약,214390,기초 의약물질 및 생물학적 제제 제조업,"아토르바스타틴, 세프티족심, 세프트리약손",6/29/2015,12월,강태원,http://www.kbpharma.co.kr,충청남도
계룡건설산업,013580,토목 건설업,"건축공사,주택공사,토목공사,포장공사,전기공사",1/30/1996,12월,"한승구, 이승찬",http://www.krcon.co.kr,대전광역시
